account,cost_center,fund,title,manager,mtf_authority,unit__name,home_unit_dept,projected_annual_income,fund_purpose,fund_summary,fund_restriction,general_notes,lbs_notes,fund_type,reg_fdn,fau_fund_no,max_mtf_trf_amt,total_balance,fund_title,ucop_fdn_no,account_number,cost_center_code,fund_number,fund_purpose_code,fund_restr_code,ytd_appropriation,ytd_expenditure,commitments,operating_balance
600001,UL,93350,UCLA Library Unrestricted Fund,UL,UL,UL,UL,14485.94,To provide unrestricted support of the UCLA Library under the direction of the University Librarian.,Miscellaneous,N/A,---,Quasi endowment; Manually input ledger details. No Activity,Endowment,REMOVE,REMOVE,UNKNOWN,UNKNOWN,THE UCLA LIBRARY UNRESTRICTED FUND      ,      ,600001,UL,93350,2261,   ,69744.86,0,0,69744.86
