account,cost_center,fund,title,manager,mtf_authority,unit__name,home_unit_dept,projected_annual_income,fund_purpose,fund_summary,fund_restriction,general_notes,lbs_notes,fund_type,reg_fdn,fau_fund_no,max_mtf_trf_amt,total_balance,fund_title,ucop_fdn_no,account_number,cost_center_code,fund_number,fund_purpose_code,fund_restr_code,ytd_appropriation,ytd_expenditure,commitments,operating_balance
432975,UL,56932,University Librarian's Greatest Needs Fund,UL,UL,UL,UL,0.0,To provide unrestricted support for the UCLA Library under the direction of the University Librarian.,To provide unrestricted support for the UCLA Library under the direction of the University Librarian.,N/A,,,Gift,REMOVE,REMOVE,UNKNOWN,UNKNOWN,UCLA FDN/UNIVERSITY LIBRARIAN'S GREATEST,50002O,432975,UL,56932,0901,   ,0,506.92,10274.38,-10781.3
