account,cost_center,fund,title,manager,mtf_authority,unit__name,home_unit_dept,projected_annual_income,fund_purpose,fund_summary,fund_restriction,general_notes,lbs_notes,fund_type,reg_fdn,fau_fund_no,max_mtf_trf_amt,total_balance,fund_title,ucop_fdn_no,account_number,cost_center_code,fund_number,fund_purpose_code,fund_restr_code,ytd_appropriation,ytd_expenditure,commitments,operating_balance
603510,LM,56683,Everett and Jean Moore Endowment,Hazlitt,Benedetti/ Osorio,AUL Benedetti,,4051.37125,To support the acquisition of reference works for the University Library in whatever unit of the Library the need is most evident.,Campus Improvement - Acquisition,Restricted use,FY25,Split 12.5% between 1.) 601000/LM; 2.) 601100/LM; 3.) 603520/LM; 4.) 606800/LM; 5.) 603800/LM; 6.) 603300/LM; 7.) 603510/LM; 8.) 603900/LM. Moved from AUL Scott to AUL Consales/Farb per 9/23/19 email from A. Scott (HSSD and LSC),Gift,REMOVE,REMOVE,UNKNOWN,UNKNOWN,UCLA FDN/EVERETT AND JEAN MOORE ENDOWMEN,80064E,603510,LM,56683,0901,   ,8737.91,32.53,0,8705.38
